Record_ID,Aircraft_ID,Date,Status,Reason
512,132,2024-10-09,Partially Mission Capable,Fully Operational
513,253,2024-12-01,Mission Capable,Awaiting Parts
514,262,2024-09-07,Mission Capable,Awaiting Parts
515,4,2024-09-14,Non-Mission Capable,Fully Operational
516,128,2024-01-18,Mission Capable,Fully Operational
517,330,2024-03-31,Mission Capable,Fully Operational
518,380,2024-07-01,Mission Capable,Under Maintenance
519,360,2024-04-24,Partially Mission Capable,Fully Operational
520,348,2024-03-16,Mission Capable,Crew Shortage
521,188,2024-05-02,Mission Capable,Awaiting Parts
522,241,2024-11-08,Non-Mission Capable,Fully Operational
523,208,2024-10-07,Partially Mission Capable,Fully Operational
524,159,2024-01-27,Partially Mission Capable,Crew Shortage
525,120,2024-12-08,Non-Mission Capable,Under Maintenance
526,348,2024-05-17,Mission Capable,Crew Shortage
527,415,2024-01-29,Mission Capable,Under Maintenance
528,90,2024-12-01,Mission Capable,Crew Shortage
529,26,2024-05-20,Mission Capable,Fully Operational
530,311,2024-07-24,Partially Mission Capable,Awaiting Parts
531,480,2024-01-05,Mission Capable,Under Maintenance
532,116,2024-06-05,Mission Capable,Awaiting Parts
533,111,2024-12-24,Mission Capable,Fully Operational
534,194,2024-03-18,Mission Capable,Fully Operational
535,482,2024-10-22,Mission Capable,Fully Operational
536,284,2024-06-14,Non-Mission Capable,Awaiting Parts
537,309,2024-11-03,Non-Mission Capable,Fully Operational
538,325,2024-07-22,Partially Mission Capable,Awaiting Parts
539,100,2024-05-02,Partially Mission Capable,Awaiting Parts
540,457,2024-06-07,Non-Mission Capable,Awaiting Parts
541,177,2024-03-22,Mission Capable,Awaiting Parts
542,284,2024-02-02,Mission Capable,Under Maintenance
543,22,2024-02-22,Mission Capable,Crew Shortage
544,469,2024-07-04,Partially Mission Capable,Under Maintenance
545,316,2024-08-06,Mission Capable,Awaiting Parts
546,175,2024-06-11,Partially Mission Capable,Crew Shortage
547,110,2024-02-23,Mission Capable,Under Maintenance
548,459,2024-08-01,Partially Mission Capable,Crew Shortage
549,40,2024-02-17,Mission Capable,Under Maintenance
550,187,2024-04-18,Mission Capable,Fully Operational
551,132,2024-08-19,Mission Capable,Crew Shortage
552,19,2024-02-21,Mission Capable,Awaiting Parts
553,205,2024-01-18,Partially Mission Capable,Awaiting Parts
554,435,2024-05-06,Mission Capable,Awaiting Parts
555,169,2024-08-24,Partially Mission Capable,Awaiting Parts
556,154,2024-07-25,Mission Capable,Crew Shortage
557,352,2024-04-28,Mission Capable,Under Maintenance
558,189,2024-03-11,Mission Capable,Awaiting Parts
559,471,2024-03-01,Partially Mission Capable,Crew Shortage
560,350,2024-10-24,Partially Mission Capable,Awaiting Parts
561,383,2024-10-11,Partially Mission Capable,Fully Operational
562,452,2024-01-19,Mission Capable,Under Maintenance
563,374,2024-08-23,Partially Mission Capable,Fully Operational
564,32,2024-08-04,Mission Capable,Fully Operational
565,232,2024-05-24,Mission Capable,Fully Operational
566,496,2024-06-19,Mission Capable,Awaiting Parts
567,66,2024-12-07,Mission Capable,Fully Operational
568,212,2024-01-12,Partially Mission Capable,Under Maintenance
569,489,2024-09-26,Partially Mission Capable,Awaiting Parts
570,298,2024-06-05,Partially Mission Capable,Fully Operational
571,441,2024-04-05,Mission Capable,Fully Operational
572,7,2024-02-29,Mission Capable,Under Maintenance
573,384,2024-05-09,Mission Capable,Crew Shortage
574,253,2024-05-13,Mission Capable,Under Maintenance
575,145,2024-01-04,Mission Capable,Crew Shortage
576,273,2024-03-10,Mission Capable,Fully Operational
577,481,2024-11-10,Mission Capable,Fully Operational
578,221,2024-07-23,Mission Capable,Fully Operational
579,424,2024-03-23,Mission Capable,Fully Operational
580,206,2024-10-01,Mission Capable,Crew Shortage
581,485,2024-09-01,Partially Mission Capable,Awaiting Parts
582,374,2024-01-01,Partially Mission Capable,Fully Operational
583,76,2024-08-26,Partially Mission Capable,Fully Operational
584,83,2024-01-03,Mission Capable,Under Maintenance
585,489,2024-02-19,Mission Capable,Under Maintenance
586,412,2024-11-06,Non-Mission Capable,Awaiting Parts
587,382,2024-04-09,Mission Capable,Awaiting Parts
588,373,2024-03-27,Mission Capable,Fully Operational
589,483,2024-09-08,Mission Capable,Under Maintenance
590,471,2024-10-04,Mission Capable,Under Maintenance
591,297,2024-05-21,Mission Capable,Fully Operational
592,466,2024-12-04,Mission Capable,Awaiting Parts
593,412,2024-01-02,Mission Capable,Crew Shortage
594,206,2024-01-10,Mission Capable,Awaiting Parts
595,40,2024-08-15,Mission Capable,Awaiting Parts
596,344,2024-09-13,Mission Capable,Fully Operational
597,281,2024-10-05,Mission Capable,Fully Operational
598,53,2024-09-23,Mission Capable,Crew Shortage
599,235,2024-07-08,Mission Capable,Crew Shortage
600,147,2024-02-15,Mission Capable,Under Maintenance
601,42,2024-01-22,Partially Mission Capable,Fully Operational
602,329,2024-04-07,Mission Capable,Crew Shortage
603,324,2024-08-31,Partially Mission Capable,Awaiting Parts
604,275,2024-09-10,Partially Mission Capable,Under Maintenance
605,151,2024-07-03,Partially Mission Capable,Fully Operational
606,76,2024-12-08,Partially Mission Capable,Awaiting Parts
607,164,2024-10-25,Partially Mission Capable,Fully Operational
608,208,2024-02-10,Partially Mission Capable,Awaiting Parts
609,339,2024-02-19,Mission Capable,Fully Operational
610,394,2024-08-21,Partially Mission Capable,Fully Operational
611,303,2024-10-05,Mission Capable,Crew Shortage
612,48,2024-02-01,Mission Capable,Awaiting Parts
613,327,2024-07-31,Mission Capable,Crew Shortage
614,138,2024-10-27,Mission Capable,Awaiting Parts
615,270,2024-10-19,Mission Capable,Crew Shortage
616,308,2024-06-22,Partially Mission Capable,Crew Shortage
617,149,2024-04-22,Mission Capable,Under Maintenance
618,399,2024-12-14,Partially Mission Capable,Crew Shortage
619,394,2024-11-23,Partially Mission Capable,Fully Operational
620,423,2024-06-30,Partially Mission Capable,Fully Operational
621,53,2024-01-25,Mission Capable,Awaiting Parts
622,359,2024-04-18,Partially Mission Capable,Crew Shortage
623,159,2024-07-21,Mission Capable,Fully Operational
624,261,2024-11-28,Partially Mission Capable,Awaiting Parts
625,442,2024-01-23,Mission Capable,Under Maintenance
626,87,2024-09-07,Mission Capable,Awaiting Parts
627,17,2024-01-20,Partially Mission Capable,Under Maintenance
628,474,2024-09-04,Partially Mission Capable,Fully Operational
629,476,2024-11-08,Mission Capable,Fully Operational
630,140,2024-11-15,Non-Mission Capable,Under Maintenance
631,51,2024-03-30,Mission Capable,Fully Operational
632,274,2024-01-13,Mission Capable,Awaiting Parts
633,377,2024-05-07,Mission Capable,Awaiting Parts
634,155,2024-12-26,Mission Capable,Awaiting Parts
635,150,2024-08-06,Mission Capable,Crew Shortage
636,232,2024-07-09,Mission Capable,Awaiting Parts
637,20,2024-01-04,Mission Capable,Awaiting Parts
638,120,2024-09-17,Partially Mission Capable,Crew Shortage
639,500,2024-06-30,Partially Mission Capable,Crew Shortage
640,68,2024-07-31,Partially Mission Capable,Fully Operational
641,440,2024-10-30,Non-Mission Capable,Fully Operational
642,53,2024-03-04,Mission Capable,Fully Operational
643,142,2024-06-12,Mission Capable,Awaiting Parts
644,438,2024-01-03,Mission Capable,Awaiting Parts
645,261,2024-12-06,Mission Capable,Under Maintenance
646,133,2024-04-07,Mission Capable,Fully Operational
647,383,2024-07-09,Partially Mission Capable,Fully Operational
648,167,2024-01-06,Partially Mission Capable,Under Maintenance
649,479,2024-02-02,Mission Capable,Crew Shortage
650,381,2024-08-26,Partially Mission Capable,Crew Shortage
651,94,2024-07-09,Non-Mission Capable,Under Maintenance
652,168,2024-04-20,Mission Capable,Crew Shortage
653,16,2024-04-26,Mission Capable,Fully Operational
654,259,2024-10-30,Mission Capable,Awaiting Parts
655,467,2024-02-10,Partially Mission Capable,Fully Operational
656,71,2024-10-27,Partially Mission Capable,Under Maintenance
657,111,2024-12-28,Partially Mission Capable,Fully Operational
658,147,2024-11-05,Mission Capable,Crew Shortage
659,30,2024-01-25,Mission Capable,Under Maintenance
660,44,2024-04-28,Non-Mission Capable,Crew Shortage
661,52,2024-10-30,Partially Mission Capable,Under Maintenance
662,392,2024-09-03,Mission Capable,Crew Shortage
663,467,2024-11-17,Partially Mission Capable,Under Maintenance
664,212,2024-09-21,Partially Mission Capable,Crew Shortage
665,31,2024-04-07,Mission Capable,Under Maintenance
666,301,2024-07-31,Mission Capable,Crew Shortage
667,52,2024-12-02,Mission Capable,Awaiting Parts
668,310,2024-11-14,Partially Mission Capable,Fully Operational
669,380,2024-01-05,Partially Mission Capable,Crew Shortage
670,28,2024-02-12,Mission Capable,Awaiting Parts
671,32,2024-07-29,Mission Capable,Crew Shortage
672,95,2024-04-16,Mission Capable,Fully Operational
673,140,2024-09-07,Mission Capable,Fully Operational
674,500,2024-01-24,Mission Capable,Awaiting Parts
675,17,2024-01-02,Partially Mission Capable,Crew Shortage
676,7,2024-08-30,Mission Capable,Fully Operational
677,142,2024-04-07,Mission Capable,Fully Operational
678,218,2024-11-28,Mission Capable,Crew Shortage
679,96,2024-09-09,Non-Mission Capable,Awaiting Parts
680,141,2024-09-11,Mission Capable,Awaiting Parts
681,491,2024-07-18,Mission Capable,Awaiting Parts
682,249,2024-07-01,Partially Mission Capable,Under Maintenance
683,381,2024-01-01,Mission Capable,Crew Shortage
684,242,2024-08-19,Mission Capable,Under Maintenance
685,488,2024-10-04,Non-Mission Capable,Awaiting Parts
686,428,2024-07-06,Partially Mission Capable,Awaiting Parts
687,294,2024-05-13,Mission Capable,Fully Operational
688,435,2024-10-09,Partially Mission Capable,Under Maintenance
689,403,2024-02-06,Partially Mission Capable,Awaiting Parts
690,499,2024-03-16,Mission Capable,Under Maintenance
691,444,2024-11-12,Partially Mission Capable,Awaiting Parts
692,103,2024-08-28,Partially Mission Capable,Under Maintenance
693,215,2024-03-08,Mission Capable,Awaiting Parts
694,165,2024-12-02,Non-Mission Capable,Fully Operational
695,46,2024-07-31,Mission Capable,Crew Shortage
696,314,2024-03-18,Non-Mission Capable,Awaiting Parts
697,30,2024-11-25,Partially Mission Capable,Under Maintenance
698,108,2024-04-29,Partially Mission Capable,Crew Shortage
699,236,2024-03-08,Partially Mission Capable,Crew Shortage
700,296,2024-06-15,Mission Capable,Crew Shortage
701,356,2024-01-28,Partially Mission Capable,Fully Operational
702,232,2024-09-25,Mission Capable,Crew Shortage
703,464,2024-06-08,Mission Capable,Fully Operational
704,325,2024-08-03,Mission Capable,Crew Shortage
705,267,2024-10-13,Mission Capable,Crew Shortage
706,484,2024-05-22,Mission Capable,Fully Operational
707,96,2024-12-23,Non-Mission Capable,Under Maintenance
708,485,2024-03-19,Mission Capable,Under Maintenance
709,419,2024-02-15,Partially Mission Capable,Awaiting Parts
710,269,2024-04-08,Non-Mission Capable,Crew Shortage
711,256,2024-04-20,Mission Capable,Fully Operational
712,442,2024-09-27,Mission Capable,Crew Shortage
713,325,2024-09-16,Non-Mission Capable,Under Maintenance
714,186,2024-10-18,Non-Mission Capable,Under Maintenance
715,199,2024-02-20,Non-Mission Capable,Fully Operational
716,209,2024-12-24,Mission Capable,Crew Shortage
717,26,2024-10-07,Partially Mission Capable,Crew Shortage
718,109,2024-04-25,Mission Capable,Crew Shortage
719,47,2024-01-24,Mission Capable,Crew Shortage
720,11,2024-01-06,Partially Mission Capable,Crew Shortage
721,177,2024-08-26,Mission Capable,Awaiting Parts
722,4,2024-05-14,Mission Capable,Crew Shortage
723,181,2024-01-29,Mission Capable,Awaiting Parts
724,452,2024-07-06,Mission Capable,Crew Shortage
725,432,2024-10-18,Mission Capable,Fully Operational
726,242,2024-08-09,Mission Capable,Fully Operational
727,31,2024-04-05,Mission Capable,Crew Shortage
728,47,2024-07-24,Non-Mission Capable,Awaiting Parts
729,200,2024-09-12,Mission Capable,Crew Shortage
730,246,2024-07-12,Partially Mission Capable,Fully Operational
731,244,2024-08-02,Mission Capable,Awaiting Parts
732,186,2024-10-26,Mission Capable,Awaiting Parts
733,489,2024-07-25,Non-Mission Capable,Awaiting Parts
734,196,2024-02-12,Mission Capable,Under Maintenance
735,309,2024-09-12,Partially Mission Capable,Crew Shortage
736,200,2024-07-30,Non-Mission Capable,Under Maintenance
737,296,2024-02-25,Partially Mission Capable,Fully Operational
738,475,2024-11-19,Non-Mission Capable,Awaiting Parts
739,173,2024-02-25,Partially Mission Capable,Fully Operational
740,59,2024-12-07,Non-Mission Capable,Crew Shortage
741,428,2024-10-25,Partially Mission Capable,Fully Operational
742,385,2024-09-12,Mission Capable,Awaiting Parts
743,392,2024-11-22,Mission Capable,Awaiting Parts
744,313,2024-04-19,Mission Capable,Awaiting Parts
745,302,2024-01-02,Mission Capable,Under Maintenance
746,146,2024-11-09,Mission Capable,Awaiting Parts
747,63,2024-08-13,Mission Capable,Crew Shortage
748,193,2024-07-23,Partially Mission Capable,Crew Shortage
749,497,2024-08-26,Mission Capable,Awaiting Parts
750,108,2024-08-29,Mission Capable,Fully Operational
751,158,2024-10-30,Mission Capable,Under Maintenance
752,178,2024-04-30,Mission Capable,Under Maintenance
753,393,2024-04-27,Mission Capable,Under Maintenance
754,300,2024-07-12,Partially Mission Capable,Crew Shortage
755,206,2024-08-22,Non-Mission Capable,Under Maintenance
756,272,2024-07-06,Mission Capable,Fully Operational
757,260,2024-02-02,Mission Capable,Awaiting Parts
758,432,2024-03-18,Partially Mission Capable,Fully Operational
759,169,2024-12-25,Non-Mission Capable,Crew Shortage
760,17,2024-12-06,Mission Capable,Awaiting Parts
761,370,2024-03-05,Mission Capable,Crew Shortage
762,188,2024-06-16,Mission Capable,Crew Shortage
763,374,2024-07-21,Mission Capable,Awaiting Parts
764,29,2024-11-29,Partially Mission Capable,Crew Shortage
765,68,2024-07-15,Mission Capable,Crew Shortage
766,437,2024-12-01,Non-Mission Capable,Under Maintenance
767,357,2024-08-14,Partially Mission Capable,Fully Operational
768,362,2024-01-31,Mission Capable,Crew Shortage
769,391,2024-11-20,Mission Capable,Awaiting Parts
770,85,2024-08-24,Partially Mission Capable,Crew Shortage
771,346,2024-02-18,Partially Mission Capable,Crew Shortage
772,339,2024-04-14,Mission Capable,Crew Shortage
773,157,2024-07-23,Mission Capable,Awaiting Parts
774,266,2024-07-09,Mission Capable,Fully Operational
775,379,2024-10-11,Mission Capable,Crew Shortage
776,211,2024-04-19,Partially Mission Capable,Awaiting Parts
777,49,2024-01-29,Mission Capable,Under Maintenance
778,388,2024-03-10,Non-Mission Capable,Fully Operational
779,364,2024-01-18,Mission Capable,Crew Shortage
780,227,2024-12-09,Partially Mission Capable,Crew Shortage
781,428,2024-03-24,Mission Capable,Crew Shortage
782,490,2024-04-03,Non-Mission Capable,Awaiting Parts
783,335,2024-06-07,Mission Capable,Awaiting Parts
784,1,2024-03-31,Mission Capable,Fully Operational
785,234,2024-02-12,Mission Capable,Awaiting Parts
786,116,2024-10-22,Partially Mission Capable,Fully Operational
787,245,2024-06-12,Partially Mission Capable,Fully Operational
788,282,2024-11-12,Partially Mission Capable,Fully Operational
789,91,2024-05-18,Mission Capable,Fully Operational
790,126,2024-12-14,Partially Mission Capable,Fully Operational
791,62,2024-06-18,Partially Mission Capable,Fully Operational
792,31,2024-12-28,Partially Mission Capable,Awaiting Parts
793,28,2024-08-26,Mission Capable,Fully Operational
794,487,2024-07-04,Mission Capable,Crew Shortage
795,249,2024-07-02,Partially Mission Capable,Under Maintenance
796,428,2024-10-20,Mission Capable,Awaiting Parts
797,308,2024-10-17,Mission Capable,Awaiting Parts
798,205,2024-01-25,Partially Mission Capable,Crew Shortage
799,326,2024-08-12,Partially Mission Capable,Fully Operational
800,370,2024-08-01,Mission Capable,Crew Shortage
801,21,2024-08-06,Mission Capable,Under Maintenance
802,197,2024-09-17,Non-Mission Capable,Under Maintenance
803,317,2024-02-11,Mission Capable,Fully Operational
804,148,2024-04-30,Partially Mission Capable,Crew Shortage
805,84,2024-06-12,Mission Capable,Awaiting Parts
806,364,2024-07-27,Mission Capable,Crew Shortage
807,491,2024-04-07,Non-Mission Capable,Crew Shortage
808,331,2024-05-02,Mission Capable,Under Maintenance
809,496,2024-05-29,Mission Capable,Awaiting Parts
810,173,2024-11-05,Mission Capable,Awaiting Parts
811,292,2024-05-24,Mission Capable,Crew Shortage
812,140,2024-06-06,Partially Mission Capable,Fully Operational
813,25,2024-09-05,Mission Capable,Crew Shortage
814,476,2024-06-22,Partially Mission Capable,Crew Shortage
815,493,2024-09-18,Mission Capable,Awaiting Parts
816,5,2024-06-15,Partially Mission Capable,Awaiting Parts
817,196,2024-02-25,Mission Capable,Awaiting Parts
818,196,2024-09-04,Mission Capable,Under Maintenance
819,327,2024-12-14,Mission Capable,Fully Operational
820,23,2024-05-24,Mission Capable,Awaiting Parts
821,205,2024-06-15,Mission Capable,Under Maintenance
822,478,2024-09-21,Mission Capable,Crew Shortage
823,493,2024-10-09,Partially Mission Capable,Awaiting Parts
824,241,2024-09-29,Non-Mission Capable,Awaiting Parts
825,51,2024-12-26,Mission Capable,Fully Operational
826,387,2024-06-04,Non-Mission Capable,Crew Shortage
827,151,2024-05-20,Mission Capable,Crew Shortage
828,29,2024-02-21,Mission Capable,Under Maintenance
829,175,2024-11-11,Mission Capable,Fully Operational
830,336,2024-05-29,Partially Mission Capable,Fully Operational
