Maintenance_ID,Aircraft_ID,Date,Subsystem,Issue_Reported,Resolution,Downtime_Days
434,310,2024-02-04,Landing Gear,Oil Leak,Calibration,2
435,476,2024-12-27,Radar,Oil Leak,Software Update,23
436,314,2024-01-23,Avionics,Oil Leak,Inspection,6
437,468,2024-05-19,Radar,Sensor Fault,Software Update,13
438,61,2024-03-09,Engine,Sensor Fault,Software Update,28
439,112,2024-07-03,Radar,Sensor Fault,Calibration,9
440,137,2024-03-09,Weapons,Sensor Fault,System Reset,18
441,228,2024-06-01,Engine,Weapon Jam,Part Repair,21
442,498,2024-02-12,Avionics,Oil Leak,Calibration,2
443,305,2024-09-09,Radar,Fuel Leak,Calibration,29
444,233,2024-11-23,Engine,Hydraulic Leak,System Reset,15
445,272,2024-11-04,Hydraulics,Hydraulic Leak,System Reset,13
446,129,2024-05-31,Engine,Weapon Jam,Calibration,3
447,12,2024-12-06,Landing Gear,Fuel Leak,Calibration,28
448,370,2024-12-27,Engine,Sensor Fault,Software Update,1
449,390,2024-03-18,Weapons,Sensor Fault,System Reset,10
450,8,2024-09-02,Radar,Weapon Jam,Inspection,18
451,26,2024-04-13,Hydraulics,Weapon Jam,Software Update,22
452,255,2024-04-01,Engine,Gear Malfunction,Software Update,5
453,193,2024-11-29,Landing Gear,Radar Failure,Part Repair,2
454,127,2024-12-24,Avionics,Radar Failure,Software Update,11
455,151,2024-01-06,Weapons,Sensor Fault,Inspection,18
456,269,2024-02-03,Avionics,Weapon Jam,System Reset,8
457,298,2024-03-25,Landing Gear,Fuel Leak,Inspection,25
458,421,2024-05-22,Avionics,Sensor Fault,System Reset,5
459,485,2024-06-06,Engine,Hydraulic Leak,System Reset,16
460,158,2024-01-18,Weapons,Radar Failure,Inspection,29
461,202,2024-01-04,Fuel System,Radar Failure,Component Replacement,8
462,37,2024-04-08,Avionics,Oil Leak,Part Repair,17
463,199,2024-03-18,Hydraulics,Oil Leak,Software Update,13
464,98,2024-07-27,Fuel System,Radar Failure,Component Replacement,11
465,64,2024-11-02,Engine,Fuel Leak,Software Update,23
466,207,2024-09-15,Landing Gear,Fuel Leak,Calibration,1
467,146,2024-04-09,Hydraulics,Weapon Jam,Calibration,21
468,313,2024-02-21,Hydraulics,Fuel Leak,Calibration,24
469,8,2024-10-19,Hydraulics,Oil Leak,System Reset,29
470,99,2024-08-22,Weapons,Sensor Fault,System Reset,6
471,366,2024-04-15,Engine,Hydraulic Leak,Calibration,9
472,127,2024-02-12,Fuel System,Radar Failure,Software Update,25
473,453,2024-01-26,Weapons,Hydraulic Leak,Calibration,3
474,6,2024-08-22,Fuel System,Radar Failure,Inspection,7
475,412,2024-07-24,Fuel System,Hydraulic Leak,System Reset,28
476,40,2024-11-29,Fuel System,Fuel Leak,System Reset,6
477,68,2024-07-21,Engine,Weapon Jam,Software Update,8
478,25,2024-08-12,Avionics,Hydraulic Leak,Component Replacement,10
479,229,2024-09-18,Radar,Radar Failure,Software Update,22
480,349,2024-03-22,Radar,Sensor Fault,Software Update,10
481,296,2024-11-18,Fuel System,Weapon Jam,Software Update,23
482,269,2024-09-21,Weapons,Fuel Leak,Part Repair,16
483,156,2024-01-01,Fuel System,Fuel Leak,Inspection,20
484,263,2024-08-12,Weapons,Weapon Jam,Inspection,9
485,151,2024-03-02,Weapons,Hydraulic Leak,Calibration,12
486,495,2024-01-13,Avionics,Radar Failure,Part Repair,7
487,249,2024-04-08,Hydraulics,Hydraulic Leak,Software Update,8
488,107,2024-08-08,Avionics,Sensor Fault,Software Update,25
489,327,2024-11-23,Weapons,Gear Malfunction,Part Repair,1
490,93,2024-05-20,Avionics,Fuel Leak,Part Repair,28
491,478,2024-10-09,Landing Gear,Oil Leak,Software Update,5
492,330,2024-10-19,Weapons,Gear Malfunction,System Reset,19
493,166,2024-07-27,Radar,Gear Malfunction,Inspection,2
494,287,2024-04-08,Landing Gear,Sensor Fault,System Reset,10
495,218,2024-01-28,Landing Gear,Fuel Leak,Inspection,9
496,38,2024-06-30,Fuel System,Sensor Fault,Component Replacement,4
497,274,2024-06-20,Radar,Radar Failure,Part Repair,3
498,293,2024-09-21,Weapons,Sensor Fault,Part Repair,23
499,347,2024-05-04,Landing Gear,Gear Malfunction,Software Update,28
500,205,2024-02-21,Fuel System,Gear Malfunction,Component Replacement,27
501,3,2024-11-21,Engine,Sensor Fault,Inspection,17
502,227,2024-08-25,Weapons,Radar Failure,Calibration,16
503,371,2024-10-05,Hydraulics,Sensor Fault,Component Replacement,18
504,37,2024-02-08,Fuel System,Gear Malfunction,Calibration,13
505,479,2024-08-08,Avionics,Gear Malfunction,Calibration,22
506,152,2024-06-09,Fuel System,Weapon Jam,System Reset,11
507,321,2024-08-05,Hydraulics,Radar Failure,Inspection,17
508,5,2024-04-26,Radar,Gear Malfunction,Component Replacement,7
509,346,2024-07-05,Radar,Fuel Leak,Part Repair,21
510,210,2024-07-03,Engine,Hydraulic Leak,Inspection,13
511,23,2024-01-09,Hydraulics,Sensor Fault,Calibration,5
512,263,2024-03-07,Engine,Sensor Fault,Software Update,10
513,108,2024-06-28,Landing Gear,Hydraulic Leak,Inspection,4
514,72,2024-04-12,Landing Gear,Weapon Jam,Component Replacement,19
515,454,2024-10-29,Radar,Gear Malfunction,Calibration,19
516,131,2024-06-24,Hydraulics,Fuel Leak,Part Repair,21
517,177,2024-11-12,Landing Gear,Radar Failure,Part Repair,4
518,156,2024-05-30,Radar,Fuel Leak,Inspection,4
519,136,2024-03-28,Hydraulics,Hydraulic Leak,Part Repair,23
520,44,2024-03-22,Hydraulics,Fuel Leak,System Reset,21
521,458,2024-05-26,Weapons,Sensor Fault,Component Replacement,13
522,366,2024-09-03,Fuel System,Gear Malfunction,Component Replacement,23
523,415,2024-11-23,Engine,Hydraulic Leak,Component Replacement,1
524,370,2024-04-30,Hydraulics,Radar Failure,Software Update,8
525,67,2024-05-07,Avionics,Fuel Leak,Inspection,2
526,19,2024-01-01,Engine,Radar Failure,System Reset,20
527,455,2024-05-26,Engine,Weapon Jam,Component Replacement,24
528,168,2024-01-05,Landing Gear,Sensor Fault,Component Replacement,23
529,411,2024-12-08,Radar,Sensor Fault,System Reset,3
530,152,2024-07-15,Landing Gear,Sensor Fault,Part Repair,8
531,466,2024-03-07,Weapons,Sensor Fault,Inspection,19
532,70,2024-11-19,Hydraulics,Fuel Leak,Software Update,2
533,258,2024-03-28,Avionics,Sensor Fault,Calibration,26
534,330,2024-05-16,Landing Gear,Hydraulic Leak,Part Repair,10
535,43,2024-02-01,Fuel System,Fuel Leak,Calibration,7
536,173,2024-09-06,Weapons,Gear Malfunction,Component Replacement,16
537,479,2024-01-30,Engine,Gear Malfunction,Part Repair,9
538,13,2024-07-13,Fuel System,Radar Failure,Component Replacement,22
539,69,2024-03-06,Landing Gear,Weapon Jam,Software Update,11
540,477,2024-05-19,Engine,Oil Leak,Software Update,1
541,215,2024-11-11,Hydraulics,Weapon Jam,Component Replacement,2
542,108,2024-08-08,Weapons,Gear Malfunction,Inspection,23
543,326,2024-06-18,Hydraulics,Hydraulic Leak,Inspection,10
544,155,2024-05-07,Fuel System,Fuel Leak,Calibration,10
545,360,2024-05-28,Engine,Radar Failure,Calibration,1
546,442,2024-03-29,Landing Gear,Hydraulic Leak,Software Update,5
547,327,2024-07-17,Weapons,Oil Leak,System Reset,3
548,469,2024-10-15,Hydraulics,Fuel Leak,Inspection,23
549,186,2024-09-21,Engine,Weapon Jam,System Reset,17
550,437,2024-04-27,Fuel System,Oil Leak,Calibration,29
551,117,2024-08-04,Hydraulics,Oil Leak,Part Repair,15
552,373,2024-10-07,Fuel System,Weapon Jam,Calibration,6
553,188,2024-11-04,Landing Gear,Sensor Fault,Component Replacement,11
554,368,2024-09-14,Fuel System,Hydraulic Leak,Inspection,22
555,357,2024-01-31,Avionics,Oil Leak,Calibration,4
556,123,2024-01-16,Fuel System,Fuel Leak,System Reset,10
557,268,2024-10-22,Avionics,Hydraulic Leak,System Reset,24
558,183,2024-10-13,Engine,Weapon Jam,Inspection,5
559,12,2024-10-20,Fuel System,Radar Failure,Software Update,3
560,210,2024-08-20,Landing Gear,Oil Leak,Component Replacement,22
561,63,2024-11-16,Avionics,Gear Malfunction,Inspection,7
562,52,2024-12-29,Engine,Oil Leak,Part Repair,29
563,198,2024-02-20,Engine,Sensor Fault,Inspection,1
564,389,2024-03-12,Engine,Radar Failure,Inspection,22
565,366,2024-02-21,Radar,Gear Malfunction,Software Update,13
566,463,2024-04-10,Hydraulics,Fuel Leak,System Reset,16
567,454,2024-05-29,Avionics,Gear Malfunction,Component Replacement,8
568,278,2024-12-29,Radar,Weapon Jam,Calibration,10
569,355,2024-09-26,Avionics,Gear Malfunction,Part Repair,8
570,5,2024-08-16,Avionics,Fuel Leak,Inspection,22
571,316,2024-03-24,Hydraulics,Sensor Fault,Part Repair,24
572,487,2024-05-02,Landing Gear,Oil Leak,Inspection,18
573,53,2024-02-04,Hydraulics,Fuel Leak,System Reset,19
574,346,2024-11-10,Fuel System,Sensor Fault,Calibration,13
575,47,2024-02-18,Hydraulics,Oil Leak,Software Update,25
576,485,2024-12-03,Engine,Radar Failure,Part Repair,13
577,252,2024-08-30,Weapons,Weapon Jam,Component Replacement,20
578,85,2024-05-22,Fuel System,Hydraulic Leak,Software Update,26
579,293,2024-11-14,Avionics,Gear Malfunction,Component Replacement,26
580,114,2024-01-31,Radar,Oil Leak,Calibration,29
581,59,2024-04-30,Hydraulics,Hydraulic Leak,Software Update,2
582,130,2024-12-15,Avionics,Fuel Leak,Part Repair,6
583,485,2024-07-14,Fuel System,Hydraulic Leak,Component Replacement,10
584,101,2024-10-29,Weapons,Hydraulic Leak,Inspection,27
585,436,2024-03-24,Landing Gear,Oil Leak,System Reset,9
586,47,2024-04-15,Radar,Radar Failure,Part Repair,10
587,398,2024-11-14,Avionics,Fuel Leak,Calibration,28
588,234,2024-10-26,Fuel System,Hydraulic Leak,Calibration,1
589,447,2024-10-13,Hydraulics,Sensor Fault,Inspection,18
590,328,2024-06-14,Avionics,Gear Malfunction,Calibration,20
591,71,2024-12-01,Fuel System,Gear Malfunction,Inspection,25
592,361,2024-10-20,Engine,Hydraulic Leak,Component Replacement,3
593,148,2024-10-24,Weapons,Weapon Jam,Component Replacement,6
594,159,2024-10-09,Weapons,Radar Failure,System Reset,18
595,43,2024-07-25,Weapons,Oil Leak,System Reset,29
596,494,2024-12-25,Avionics,Sensor Fault,Component Replacement,9
597,417,2024-03-29,Radar,Sensor Fault,Part Repair,6
598,258,2024-07-14,Fuel System,Hydraulic Leak,System Reset,15
599,328,2024-02-08,Fuel System,Fuel Leak,Calibration,22
600,488,2024-08-05,Hydraulics,Gear Malfunction,Component Replacement,24
601,125,2024-04-04,Engine,Hydraulic Leak,Calibration,22
602,38,2024-11-21,Avionics,Weapon Jam,System Reset,27
603,429,2024-06-27,Landing Gear,Oil Leak,Part Repair,16
604,254,2024-07-10,Avionics,Sensor Fault,Part Repair,6
605,225,2024-05-08,Radar,Radar Failure,Part Repair,27
606,472,2024-04-14,Landing Gear,Gear Malfunction,Part Repair,1
607,140,2024-05-03,Engine,Sensor Fault,Inspection,18
608,370,2024-12-09,Radar,Fuel Leak,Inspection,6
609,48,2024-08-19,Avionics,Radar Failure,Inspection,10
610,377,2024-06-28,Landing Gear,Radar Failure,System Reset,29
611,244,2024-04-12,Landing Gear,Oil Leak,Software Update,8
612,138,2024-03-08,Hydraulics,Gear Malfunction,Component Replacement,2
613,456,2024-12-16,Avionics,Sensor Fault,Component Replacement,5
614,169,2024-07-13,Engine,Gear Malfunction,Calibration,2
615,497,2024-10-05,Radar,Weapon Jam,Component Replacement,4
616,30,2024-04-10,Avionics,Hydraulic Leak,Part Repair,27
617,335,2024-08-10,Landing Gear,Oil Leak,Component Replacement,8
618,182,2024-02-04,Landing Gear,Radar Failure,Part Repair,26
619,130,2024-02-07,Hydraulics,Weapon Jam,Part Repair,7
620,15,2024-05-27,Avionics,Radar Failure,Software Update,1
621,204,2024-09-21,Radar,Hydraulic Leak,System Reset,1
622,258,2024-01-16,Fuel System,Gear Malfunction,Software Update,3
623,353,2024-09-04,Hydraulics,Fuel Leak,Software Update,11
624,286,2024-01-09,Radar,Sensor Fault,Part Repair,6
625,54,2024-02-10,Hydraulics,Gear Malfunction,System Reset,5
626,133,2024-07-09,Landing Gear,Weapon Jam,Inspection,29
627,215,2024-07-10,Avionics,Radar Failure,Calibration,10
628,95,2024-05-27,Avionics,Gear Malfunction,Part Repair,17
629,441,2024-01-25,Weapons,Gear Malfunction,Software Update,13
630,275,2024-01-24,Weapons,Gear Malfunction,Calibration,29
631,258,2024-10-30,Engine,Oil Leak,Part Repair,13
632,9,2024-09-27,Avionics,Hydraulic Leak,System Reset,3
633,269,2024-10-28,Fuel System,Radar Failure,System Reset,2
634,58,2024-03-13,Landing Gear,Weapon Jam,System Reset,19
635,269,2024-03-26,Radar,Hydraulic Leak,System Reset,28
636,298,2024-01-02,Avionics,Gear Malfunction,Calibration,9
637,293,2024-10-13,Radar,Hydraulic Leak,System Reset,11
638,412,2024-01-16,Landing Gear,Hydraulic Leak,Calibration,24
639,341,2024-03-30,Landing Gear,Gear Malfunction,Inspection,8
640,1,2024-06-24,Landing Gear,Fuel Leak,Inspection,27
641,63,2024-10-04,Weapons,Weapon Jam,Inspection,2
642,30,2024-01-14,Avionics,Oil Leak,Calibration,11
643,193,2024-09-08,Hydraulics,Gear Malfunction,Inspection,13
644,395,2024-12-19,Weapons,Hydraulic Leak,Component Replacement,26
645,194,2024-02-18,Fuel System,Fuel Leak,Software Update,13
646,429,2024-04-26,Weapons,Fuel Leak,Component Replacement,27
647,499,2024-08-31,Avionics,Weapon Jam,Calibration,5
648,27,2024-07-30,Landing Gear,Gear Malfunction,Software Update,23
649,220,2024-06-22,Engine,Weapon Jam,Component Replacement,21
650,276,2024-08-14,Landing Gear,Radar Failure,Calibration,3
651,140,2024-02-07,Hydraulics,Weapon Jam,Inspection,20
652,127,2024-03-10,Landing Gear,Gear Malfunction,Component Replacement,14
653,87,2024-02-01,Landing Gear,Hydraulic Leak,Part Repair,20
654,470,2024-11-09,Radar,Radar Failure,Inspection,18
655,91,2024-05-15,Radar,Radar Failure,Component Replacement,2
656,376,2024-05-28,Radar,Radar Failure,System Reset,19
657,395,2024-09-07,Hydraulics,Sensor Fault,Part Repair,3
658,225,2024-08-01,Weapons,Weapon Jam,Part Repair,11
659,228,2024-09-06,Landing Gear,Oil Leak,Calibration,29
660,469,2024-02-14,Weapons,Weapon Jam,Part Repair,12
661,205,2024-02-24,Engine,Radar Failure,Calibration,24
662,153,2024-12-17,Hydraulics,Hydraulic Leak,Software Update,3
663,240,2024-03-18,Weapons,Oil Leak,Part Repair,20
664,89,2024-07-07,Fuel System,Gear Malfunction,Calibration,29
665,431,2024-10-31,Fuel System,Oil Leak,Component Replacement,16
666,165,2024-05-25,Landing Gear,Fuel Leak,Software Update,27
667,196,2024-10-31,Avionics,Gear Malfunction,Inspection,26
668,115,2024-06-29,Landing Gear,Gear Malfunction,System Reset,3
669,11,2024-07-04,Avionics,Fuel Leak,Software Update,5
670,228,2024-08-12,Radar,Oil Leak,Part Repair,11
671,109,2024-07-28,Avionics,Fuel Leak,Inspection,22
672,144,2024-04-11,Avionics,Hydraulic Leak,Inspection,10
673,376,2024-04-27,Engine,Fuel Leak,Calibration,1
674,340,2024-07-31,Avionics,Fuel Leak,Component Replacement,21
675,163,2024-08-11,Hydraulics,Fuel Leak,Part Repair,23
676,182,2024-05-21,Engine,Radar Failure,Component Replacement,8
677,32,2024-10-21,Radar,Radar Failure,Calibration,25
678,461,2024-05-30,Hydraulics,Oil Leak,Inspection,27
679,250,2024-04-15,Weapons,Gear Malfunction,Software Update,25
680,90,2024-04-16,Fuel System,Sensor Fault,Software Update,13
681,360,2024-12-25,Landing Gear,Gear Malfunction,Component Replacement,25
682,415,2024-04-19,Fuel System,Fuel Leak,Part Repair,24
683,303,2024-10-18,Engine,Radar Failure,Component Replacement,12
684,334,2024-06-16,Landing Gear,Sensor Fault,Component Replacement,11
685,225,2024-05-28,Avionics,Radar Failure,System Reset,15
686,498,2024-12-06,Hydraulics,Weapon Jam,Calibration,4
687,241,2024-11-20,Fuel System,Gear Malfunction,Inspection,23
688,484,2024-02-13,Radar,Sensor Fault,Component Replacement,28
689,204,2024-02-13,Engine,Fuel Leak,Calibration,20
690,420,2024-11-20,Avionics,Sensor Fault,Inspection,16
691,2,2024-03-29,Landing Gear,Oil Leak,Inspection,10
692,98,2024-01-22,Weapons,Radar Failure,Part Repair,22
693,9,2024-01-19,Hydraulics,Radar Failure,Part Repair,20
694,98,2024-05-19,Engine,Radar Failure,Part Repair,19
695,327,2024-05-08,Weapons,Gear Malfunction,Inspection,2
696,6,2024-08-28,Radar,Weapon Jam,Part Repair,12
697,357,2024-04-25,Avionics,Fuel Leak,System Reset,15
698,409,2024-01-02,Fuel System,Radar Failure,Component Replacement,27
699,281,2024-01-05,Engine,Gear Malfunction,Calibration,1
700,25,2024-05-09,Fuel System,Hydraulic Leak,Component Replacement,5
701,491,2024-01-18,Avionics,Fuel Leak,Software Update,23
702,45,2024-10-27,Radar,Weapon Jam,Part Repair,5
703,260,2024-02-09,Engine,Gear Malfunction,System Reset,26
704,53,2024-03-16,Fuel System,Fuel Leak,Part Repair,21
705,161,2024-12-15,Radar,Hydraulic Leak,Software Update,19
706,359,2024-05-31,Radar,Radar Failure,Inspection,24
707,294,2024-06-24,Avionics,Gear Malfunction,Inspection,3
708,12,2024-02-06,Radar,Sensor Fault,Inspection,10
709,250,2024-06-01,Hydraulics,Sensor Fault,System Reset,6
710,24,2024-01-04,Engine,Radar Failure,Part Repair,1
711,266,2024-08-28,Avionics,Hydraulic Leak,Component Replacement,23
712,126,2024-02-13,Hydraulics,Sensor Fault,Software Update,15
713,169,2024-09-21,Radar,Gear Malfunction,Part Repair,9
714,363,2024-02-09,Hydraulics,Oil Leak,System Reset,11
715,128,2024-05-05,Landing Gear,Radar Failure,Software Update,10
716,193,2024-09-08,Avionics,Fuel Leak,Component Replacement,19
717,17,2024-08-27,Avionics,Radar Failure,Software Update,29
718,134,2024-12-21,Avionics,Weapon Jam,Inspection,26
719,355,2024-10-19,Engine,Sensor Fault,Software Update,24
720,397,2024-08-19,Radar,Sensor Fault,Part Repair,9
721,296,2024-03-18,Hydraulics,Fuel Leak,Software Update,4
722,467,2024-08-05,Weapons,Sensor Fault,Calibration,8
723,3,2024-06-15,Fuel System,Weapon Jam,Calibration,25
724,47,2024-11-22,Radar,Oil Leak,System Reset,29
725,6,2024-04-16,Radar,Gear Malfunction,System Reset,14
726,89,2024-12-15,Weapons,Hydraulic Leak,Inspection,14
727,393,2024-12-16,Weapons,Fuel Leak,Component Replacement,9
728,443,2024-09-30,Hydraulics,Radar Failure,Calibration,19
729,355,2024-12-12,Weapons,Gear Malfunction,System Reset,15
730,252,2024-02-02,Hydraulics,Gear Malfunction,Calibration,8
731,374,2024-10-20,Fuel System,Gear Malfunction,Component Replacement,29
732,436,2024-03-01,Engine,Weapon Jam,Inspection,28
733,241,2024-08-07,Hydraulics,Oil Leak,Part Repair,25
734,225,2024-07-28,Fuel System,Radar Failure,Component Replacement,4
735,391,2024-12-09,Radar,Hydraulic Leak,System Reset,3
736,226,2024-01-02,Hydraulics,Gear Malfunction,Part Repair,10
737,474,2024-04-08,Radar,Sensor Fault,Calibration,18
738,160,2024-09-25,Avionics,Weapon Jam,System Reset,12
739,457,2024-04-17,Landing Gear,Sensor Fault,Component Replacement,4
740,482,2024-04-26,Weapons,Hydraulic Leak,Calibration,26
741,420,2024-07-01,Hydraulics,Hydraulic Leak,System Reset,29
742,195,2024-09-21,Fuel System,Radar Failure,Component Replacement,29
743,451,2024-09-08,Engine,Gear Malfunction,System Reset,7
744,116,2024-10-14,Radar,Fuel Leak,Software Update,10
745,216,2024-03-11,Weapons,Oil Leak,System Reset,9
746,115,2024-04-07,Engine,Oil Leak,Software Update,25
747,178,2024-05-08,Landing Gear,Radar Failure,Part Repair,21
748,350,2024-03-04,Weapons,Fuel Leak,Component Replacement,20
749,355,2024-07-21,Radar,Gear Malfunction,Software Update,18
750,498,2024-02-05,Engine,Oil Leak,Software Update,10
751,400,2024-08-19,Landing Gear,Oil Leak,Inspection,11
752,136,2024-05-06,Hydraulics,Gear Malfunction,System Reset,22
753,128,2024-07-25,Landing Gear,Gear Malfunction,Software Update,1
754,473,2024-01-21,Radar,Sensor Fault,Inspection,28
755,242,2024-08-03,Landing Gear,Sensor Fault,System Reset,18
756,195,2024-04-26,Radar,Sensor Fault,Software Update,23
757,215,2024-01-16,Hydraulics,Fuel Leak,Software Update,22
758,498,2024-05-17,Radar,Hydraulic Leak,Inspection,16
759,263,2024-09-23,Fuel System,Oil Leak,Component Replacement,24
760,397,2024-04-24,Weapons,Oil Leak,Component Replacement,16
761,109,2024-07-27,Engine,Gear Malfunction,Component Replacement,12
762,37,2024-08-28,Landing Gear,Gear Malfunction,Calibration,2
763,424,2024-04-22,Radar,Oil Leak,System Reset,7
764,458,2024-06-25,Avionics,Gear Malfunction,Calibration,13
765,35,2024-02-08,Engine,Weapon Jam,Part Repair,20
766,395,2024-04-26,Weapons,Fuel Leak,System Reset,14
767,30,2024-03-16,Weapons,Gear Malfunction,Calibration,21
768,182,2024-09-30,Weapons,Hydraulic Leak,Component Replacement,22
769,35,2024-10-09,Landing Gear,Sensor Fault,Calibration,18
770,226,2024-10-07,Avionics,Gear Malfunction,System Reset,27
771,11,2024-02-06,Avionics,Radar Failure,Part Repair,25
772,105,2024-07-26,Avionics,Gear Malfunction,Inspection,20
773,353,2024-12-26,Radar,Sensor Fault,System Reset,24
774,18,2024-03-27,Weapons,Oil Leak,Calibration,16
775,3,2024-12-01,Radar,Hydraulic Leak,System Reset,27
776,154,2024-11-28,Landing Gear,Sensor Fault,Software Update,10
